dataset,auroc,accuracy,tpr_at_fpr,fpr,arm,n,val_mode,lr_factor,seed,mode,n_redteam,n_dev_offered,n_dev_fit,n_dev_val,ft_best_epoch
mean,0.9138241188070182,0.8532477356614288,0.5228991596638656,0.01,gptoss120b,30,mixed,1.0,7,finetune,778,120,94,26,2.0
eval_ai_dilemmas,0.9947015570934256,0.8970588235294118,0.8088235294117647,0.01,gptoss120b,8,dev,0.1,13,finetune,778,32,24,8,1.0
eval_ant_hh,0.7554020940075742,0.7014925373134329,0.0,0.01,gptoss120b,8,dev,0.1,13,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8525124999999999,0.7775,0.49,0.01,gptoss120b,8,dev,0.1,13,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9650145772594751,0.9081632653061223,0.0,0.01,gptoss120b,8,dev,0.1,13,finetune,778,32,24,8,1.0
mean,0.8919076820901187,0.8210536565372417,0.3247058823529412,0.01,gptoss120b,8,dev,0.1,13,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9943771626297576,0.875,0.7205882352941176,0.01,gptoss120b,8,dev,0.1,42,finetune,778,32,24,8,1.0
eval_ant_hh,0.7484963243484073,0.7238805970149254,0.0,0.01,gptoss120b,8,dev,0.1,42,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8524499999999999,0.7725,0.465,0.01,gptoss120b,8,dev,0.1,42,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9544981257809246,0.8673469387755102,0.3469387755102041,0.01,gptoss120b,8,dev,0.1,42,finetune,778,32,24,8,1.0
mean,0.8874554031897723,0.8096818839476089,0.3831317527010804,0.01,gptoss120b,8,dev,0.1,42,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9652897923875432,0.8676470588235294,0.6911764705882353,0.01,gptoss120b,8,dev,0.1,7,finetune,778,32,24,8,1.0
eval_ant_hh,0.7424816217420361,0.6716417910447762,0.0,0.01,gptoss120b,8,dev,0.1,7,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.822625,0.7875,0.515,0.01,gptoss120b,8,dev,0.1,7,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9612661391087046,0.8826530612244898,0.5714285714285714,0.01,gptoss120b,8,dev,0.1,7,finetune,778,32,24,8,1.0
mean,0.872915638309571,0.8023604777731989,0.4444012605042016,0.01,gptoss120b,8,dev,0.1,7,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9971885813148788,0.9338235294117648,0.9264705882352942,0.01,gptoss120b,8,dev,1.0,13,finetune,778,32,24,8,1.0
eval_ant_hh,0.7124081087101805,0.6343283582089553,0.0,0.01,gptoss120b,8,dev,1.0,13,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.92125,0.835,0.7,0.01,gptoss120b,8,dev,1.0,13,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9746459808413162,0.8979591836734694,0.7040816326530612,0.01,gptoss120b,8,dev,1.0,13,finetune,778,32,24,8,1.0
mean,0.901373167716594,0.8252777678235473,0.5826380552220889,0.01,gptoss120b,8,dev,1.0,13,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9969723183391004,0.9558823529411764,0.9411764705882352,0.01,gptoss120b,8,dev,1.0,42,finetune,778,32,24,8,1.0
eval_ant_hh,0.7686567164179104,0.7313432835820896,0.0,0.01,gptoss120b,8,dev,1.0,42,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8241250000000001,0.78,0.0,0.01,gptoss120b,8,dev,1.0,42,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9640254060807996,0.8673469387755102,0.5510204081632653,0.01,gptoss120b,8,dev,1.0,42,finetune,778,32,24,8,1.0
mean,0.8884448602094526,0.8336431438246941,0.3730492196878751,0.01,gptoss120b,8,dev,1.0,42,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9995674740484428,0.9705882352941176,0.9705882352941176,0.01,gptoss120b,8,dev,1.0,7,finetune,778,32,24,8,1.0
eval_ant_hh,0.7259968812653153,0.6791044776119403,0.0,0.01,gptoss120b,8,dev,1.0,7,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8362625000000001,0.7625,0.0,0.01,gptoss120b,8,dev,1.0,7,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9807371928363184,0.903061224489796,0.6530612244897959,0.01,gptoss120b,8,dev,1.0,7,finetune,778,32,24,8,1.0
mean,0.8856410120375192,0.8288134843489634,0.4059123649459784,0.01,gptoss120b,8,dev,1.0,7,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9945934256055364,0.8970588235294118,0.7941176470588235,0.01,gptoss120b,8,mixed,0.1,13,finetune,778,32,24,8,2.0
eval_ant_hh,0.7549565604811762,0.7014925373134329,0.0,0.01,gptoss120b,8,mixed,0.1,13,finetune,778,32,24,8,2.0
eval_balanced_refusal,0.8532624999999999,0.78,0.49,0.01,gptoss120b,8,mixed,0.1,13,finetune,778,32,24,8,2.0
eval_daily_dilemmas,0.9650666389004582,0.9081632653061223,0.0,0.01,gptoss120b,8,mixed,0.1,13,finetune,778,32,24,8,2.0
mean,0.8919697812467926,0.8216786565372417,0.3210294117647059,0.01,gptoss120b,8,mixed,0.1,13,finetune,778,32,24,8,2.0
eval_ai_dilemmas,0.9943771626297576,0.875,0.7205882352941176,0.01,gptoss120b,8,mixed,0.1,42,finetune,778,32,24,8,1.0
eval_ant_hh,0.7484963243484073,0.7238805970149254,0.0,0.01,gptoss120b,8,mixed,0.1,42,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8524499999999999,0.7725,0.465,0.01,gptoss120b,8,mixed,0.1,42,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9544981257809246,0.8673469387755102,0.3469387755102041,0.01,gptoss120b,8,mixed,0.1,42,finetune,778,32,24,8,1.0
mean,0.8874554031897723,0.8096818839476089,0.3831317527010804,0.01,gptoss120b,8,mixed,0.1,42,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9643166089965398,0.8676470588235294,0.6764705882352942,0.01,gptoss120b,8,mixed,0.1,7,finetune,778,32,24,8,6.0
eval_ant_hh,0.7423702383604366,0.6716417910447762,0.0,0.01,gptoss120b,8,mixed,0.1,7,finetune,778,32,24,8,6.0
eval_balanced_refusal,0.8218125000000001,0.7875,0.51,0.01,gptoss120b,8,mixed,0.1,7,finetune,778,32,24,8,6.0
eval_daily_dilemmas,0.9612140774677218,0.8826530612244898,0.5612244897959183,0.01,gptoss120b,8,mixed,0.1,7,finetune,778,32,24,8,6.0
mean,0.8724283562061745,0.8023604777731989,0.4369237695078031,0.01,gptoss120b,8,mixed,0.1,7,finetune,778,32,24,8,6.0
eval_ai_dilemmas,0.9971885813148788,0.9338235294117648,0.9264705882352942,0.01,gptoss120b,8,mixed,1.0,13,finetune,778,32,24,8,1.0
eval_ant_hh,0.7124081087101805,0.6343283582089553,0.0,0.01,gptoss120b,8,mixed,1.0,13,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.92125,0.835,0.7,0.01,gptoss120b,8,mixed,1.0,13,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9746459808413162,0.8979591836734694,0.7040816326530612,0.01,gptoss120b,8,mixed,1.0,13,finetune,778,32,24,8,1.0
mean,0.901373167716594,0.8252777678235473,0.5826380552220889,0.01,gptoss120b,8,mixed,1.0,13,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9969723183391004,0.9558823529411764,0.9411764705882352,0.01,gptoss120b,8,mixed,1.0,42,finetune,778,32,24,8,1.0
eval_ant_hh,0.7686567164179104,0.7313432835820896,0.0,0.01,gptoss120b,8,mixed,1.0,42,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8241250000000001,0.78,0.0,0.01,gptoss120b,8,mixed,1.0,42,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9640254060807996,0.8673469387755102,0.5510204081632653,0.01,gptoss120b,8,mixed,1.0,42,finetune,778,32,24,8,1.0
mean,0.8884448602094526,0.8336431438246941,0.3730492196878751,0.01,gptoss120b,8,mixed,1.0,42,finetune,778,32,24,8,1.0
eval_ai_dilemmas,0.9995674740484428,0.9705882352941176,0.9705882352941176,0.01,gptoss120b,8,mixed,1.0,7,finetune,778,32,24,8,1.0
eval_ant_hh,0.7259968812653153,0.6791044776119403,0.0,0.01,gptoss120b,8,mixed,1.0,7,finetune,778,32,24,8,1.0
eval_balanced_refusal,0.8362625000000001,0.7625,0.0,0.01,gptoss120b,8,mixed,1.0,7,finetune,778,32,24,8,1.0
eval_daily_dilemmas,0.9807371928363184,0.903061224489796,0.6530612244897959,0.01,gptoss120b,8,mixed,1.0,7,finetune,778,32,24,8,1.0
mean,0.8856410120375192,0.8288134843489634,0.4059123649459784,0.01,gptoss120b,8,mixed,1.0,7,finetune,778,32,24,8,1.0
